"";"Correlation";"x";"y";"z";"Label";"Hemisphere";"Relation"
"49746";-0,03;45,0725;5,82043;-42,9773;"R_TGd_ROI";"R";"Negative"
"49747";0,07;46,0182;4,91876;-42,6322;"R_TGd_ROI";"R";"Positive"
"49748";0,08;46,9639;3,96728;-42,2225;"R_TGd_ROI";"R";"Positive"
"49749";-0,01;47,9052;2,96752;-41,7511;"R_TGv_ROI";"R";"Negative"
"49750";-0,07;48,8375;1,92119;-41,2212;"R_TGv_ROI";"R";"Negative"
"49751";0;49,7568;0,830103;-40,6364;"R_TE2a_ROI";"R";"Positive"
"49752";0,09;50,6588;-0,303748;-40,0008;"R_TE2a_ROI";"R";"Positive"
"49753";0,08;51,5399;-1,47825;-39,3189;"R_TE2a_ROI";"R";"Positive"
"49754";0,11;52,3966;-2,6912;-38,5953;"R_TE2a_ROI";"R";"Positive"
"49755";0,13;53,2258;-3,9403;-37,835;"R_TE2a_ROI";"R";"Positive"
"49756";0,07;54,0246;-5,22318;-37,043;"R_TE2a_ROI";"R";"Positive"
"49757";0;54,7907;-6,53748;-36,2245;"R_TE2a_ROI";"R";"Positive"
"49758";0;55,5219;-7,88081;-35,3847;"R_TE2a_ROI";"R";"Positive"
"49759";-0,03;56,2166;-9,2508;-34,5284;"R_TE2a_ROI";"R";"Negative"
"49760";-0,1;56,8736;-10,6452;-33,6605;"R_TE2a_ROI";"R";"Negative"
"49761";-0,15;57,4918;-12,0616;-32,7855;"R_TE2a_ROI";"R";"Negative"
"49762";-0,25;58,0707;-13,498;-31,9075;"R_TE2a_ROI";"R";"Negative"
"49763";-0,15;58,6099;-14,9522;-31,0302;"R_TE2a_ROI";"R";"Negative"
"49764";-0,03;59,1096;-16,4221;-30,1569;"R_TE2a_ROI";"R";"Negative"
"49765";0,01;59,5701;-17,9056;-29,2904;"R_TE2a_ROI";"R";"Positive"
"49766";0,07;59,9918;-19,4005;-28,4329;"R_TE2a_ROI";"R";"Positive"
"49767";0,1;60,3757;-20,9048;-27,5861;"R_TE2a_ROI";"R";"Positive"
"49768";0,04;60,7227;-22,4162;-26,7512;"R_TE2a_ROI";"R";"Positive"
"49769";-0,06;61,0341;-23,9322;-25,9289;"R_TE2a_ROI";"R";"Negative"
"49770";-0,03;61,3113;-25,4502;-25,1193;"R_TE1m_ROI";"R";"Negative"
"49771";0;61,5557;-26,9676;-24,3221;"R_TE1m_ROI";"R";"Positive"
"49772";-0,02;61,7692;-28,4813;-23,5367;"R_TE1m_ROI";"R";"Negative"
"49773";-0,1;61,9534;-29,9882;-22,7619;"R_TE1m_ROI";"R";"Negative"
"49774";-0,12;62,1102;-31,485;-21,9964;"R_TE1m_ROI";"R";"Negative"
"49775";-0,11;62,2413;-32,9683;-21,2386;"R_TE1m_ROI";"R";"Negative"
"49776";-0,14;62,3485;-34,4346;-20,4867;"R_TE1m_ROI";"R";"Negative"
"49777";-0,24;62,4337;-35,8802;-19,7388;"R_TE1m_ROI";"R";"Negative"
"49778";-0,3;62,4986;-37,3017;-18,9929;"R_TE1m_ROI";"R";"Negative"
"49779";-0,3;62,5447;-38,6952;-18,2466;"R_TE1p_ROI";"R";"Negative"
"49780";-0,3;62,5736;-40,057;-17,4973;"R_TE1p_ROI";"R";"Negative"
"49781";-0,3;62,5871;-41,3828;-16,7418;"R_TE1p_ROI";"R";"Negative"
"49782";-0,28;62,5871;-42,6673;-15,9763;"R_TE1p_ROI";"R";"Negative"
"49783";-0,02;34,1626;12,2037;-41,0102;"R_TGd_ROI";"R";"Negative"
"49784";0,03;34,6388;11,9448;-41,6101;"R_TGd_ROI";"R";"Positive"
"49785";0,09;35,1773;11,6669;-42,1541;"R_TGd_ROI";"R";"Positive"
"49786";0,11;35,7763;11,3577;-42,6376;"R_TGd_ROI";"R";"Positive"
"49787";0,17;36,4327;11,0079;-43,056;"R_TGd_ROI";"R";"Positive"
"49788";0,13;37,1421;10,6111;-43,4054;"R_TGd_ROI";"R";"Positive"
"49789";0,08;37,8997;10,1634;-43,6828;"R_TGd_ROI";"R";"Positive"
"49790";0,1;38,7001;9,66237;-43,8862;"R_TGd_ROI";"R";"Positive"
"49791";0,1;39,5381;9,10681;-44,0147;"R_TGd_ROI";"R";"Positive"
"49792";0,13;40,4084;8,49632;-44,0679;"R_TGd_ROI";"R";"Positive"
"49793";0,12;41,3061;7,83098;-44,0463;"R_TGd_ROI";"R";"Positive"
"49794";-0,05;42,2262;7,11116;-43,9505;"R_TGd_ROI";"R";"Negative"
"49795";-0,1;43,1637;6,33747;-43,7817;"R_TGd_ROI";"R";"Negative"
"49796";-0,01;44,1137;5,51072;-43,5415;"R_TGv_ROI";"R";"Negative"
"49797";0,23;45,0714;4,63184;-43,2317;"R_TGv_ROI";"R";"Positive"
"49798";0,17;46,0319;3,70197;-42,8547;"R_TGv_ROI";"R";"Positive"
"49799";0,05;46,9903;2,72243;-42,4131;"R_TGv_ROI";"R";"Positive"
"49800";-0,03;47,9419;1,69469;-41,9102;"R_TGv_ROI";"R";"Negative"
"49801";0,02;48,8822;0,620423;-41,3495;"R_TGv_ROI";"R";"Positive"
"49802";0,1;49,8068;-0,498506;-40,7352;"R_TGv_ROI";"R";"Positive"
"49803";0,12;50,7115;-1,66007;-40,0717;"R_TGv_ROI";"R";"Positive"
"49804";0,15;51,5925;-2,86209;-39,3637;"R_TE2a_ROI";"R";"Positive"
"49805";0,1;52,4463;-4,10223;-38,6164;"R_TE2a_ROI";"R";"Positive"
"49806";0,1;53,2699;-5,37809;-37,8351;"R_TE2a_ROI";"R";"Positive"
"49807";-0,04;54,0604;-6,68718;-37,025;"R_TE2a_ROI";"R";"Negative"
"49808";-0,08;54,8156;-8,02699;-36,1915;"R_TE2a_ROI";"R";"Negative"
"49809";-0,01;55,5337;-9,39503;-35,3397;"R_TE2a_ROI";"R";"Negative"
"49810";-0,08;56,2132;-10,7888;-34,4748;"R_TE2a_ROI";"R";"Negative"
"49811";-0,1;56,8531;-12,206;-33,6013;"R_TE2a_ROI";"R";"Negative"
"49812";-0,18;57,4526;-13,6441;-32,7236;"R_TE2a_ROI";"R";"Negative"
"49813";-0,19;58,0115;-15,1011;-31,8456;"R_TE2a_ROI";"R";"Negative"
"49814";-0,09;58,5298;-16,5747;-30,9707;"R_TE2a_ROI";"R";"Negative"
"49815";-0,02;59,0077;-18,0627;-30,1017;"R_TE2a_ROI";"R";"Negative"
"49816";0,02;59,4459;-19,5631;-29,2412;"R_TE2a_ROI";"R";"Positive"
"49817";0,08;59,8452;-21,0738;-28,3908;"R_TE2a_ROI";"R";"Positive"
"49818";0,07;60,2067;-22,5924;-27,5518;"R_TE2a_ROI";"R";"Positive"
"49819";-0,03;60,5316;-24,1166;-26,7249;"R_TE2a_ROI";"R";"Negative"
"49820";-0,02;60,8213;-25,6441;-25,9103;"R_TE1m_ROI";"R";"Negative"
"49821";0;61,0774;-27,1722;-25,1078;"R_TE1m_ROI";"R";"Positive"
"49822";-0,01;61,3016;-28,698;-24,3167;"R_TE1m_ROI";"R";"Negative"
"49823";-0,11;61,4958;-30,2185;-23,5357;"R_TE1m_ROI";"R";"Negative"
"49824";-0,12;61,6617;-31,7305;-22,7636;"R_TE1m_ROI";"R";"Negative"
"49825";-0,13;61,8012;-33,2307;-21,9986;"R_TE1m_ROI";"R";"Negative"
"49826";-0,16;61,9163;-34,7154;-21,2388;"R_TE1m_ROI";"R";"Negative"
"49827";-0,19;62,0088;-36,1812;-20,4822;"R_TE1m_ROI";"R";"Negative"
"49828";-0,25;62,0805;-37,6243;-19,7265;"R_TE1p_ROI";"R";"Negative"
"49829";-0,3;62,1332;-39,0409;-18,9693;"R_TE1p_ROI";"R";"Negative"
"49830";-0,33;62,1686;-40,4271;-18,2079;"R_TE1p_ROI";"R";"Negative"
"49831";-0,33;62,1885;-41,7784;-17,4392;"R_TE1p_ROI";"R";"Negative"
"49832";-0,27;62,1949;-43,0898;-16,66;"R_TE1p_ROI";"R";"Negative"
"49833";-0,03;33,8798;11,3843;-41,5086;"R_TGd_ROI";"R";"Negative"
"49834";0,06;34,3784;11,1007;-42,1047;"R_TGd_ROI";"R";"Positive"
"49835";0,06;34,9407;10,7945;-42,6416;"R_TGd_ROI";"R";"Positive"
"49836";0,1;35,5643;10,4548;-43,114;"R_TGd_ROI";"R";"Positive"
"49837";0,08;36,2457;10,0733;-43,5175;"R_TGd_ROI";"R";"Positive"
"49838";0,01;36,9799;9,64462;-43,8483;"R_TGd_ROI";"R";"Positive"
"49839";0,03;37,7617;9,16516;-44,1039;"R_TGd_ROI";"R";"Positive"
"49840";0,03;38,5856;8,63295;-44,2832;"R_TGd_ROI";"R";"Positive"
"49841";0,06;39,4461;8,04694;-44,3854;"R_TGd_ROI";"R";"Positive"
"49842";0,12;40,338;7,40676;-44,4107;"R_TGd_ROI";"R";"Positive"
"49843";0,05;41,2561;6,71239;-44,3599;"R_TGd_ROI";"R";"Positive"
"49844";-0,08;42,1952;5,9641;-44,2339;"R_TGd_ROI";"R";"Negative"
"49845";-0,08;43,1503;5,16237;-44,0342;"R_TGv_ROI";"R";"Negative"
"49846";0,24;44,1163;4,30784;-43,7625;"R_TGv_ROI";"R";"Positive"
"49847";0,23;45,088;3,40135;-43,421;"R_TGv_ROI";"R";"Positive"
"49848";0,07;46,0603;2,44391;-43,0123;"R_TGv_ROI";"R";"Positive"
"49849";0,04;47,0283;1,43677;-42,5394;"R_TGv_ROI";"R";"Positive"
"49850";0,07;47,987;0,381351;-42,006;"R_TGv_ROI";"R";"Positive"
"49851";0,11;48,9317;-0,720653;-41,4161;"R_TGv_ROI";"R";"Positive"
"49852";0,11;49,8578;-1,86735;-40,7741;"R_TGv_ROI";"R";"Positive"
"49853";0,12;50,7612;-3,05664;-40,0849;"R_TGv_ROI";"R";"Positive"
"49854";0,03;51,6379;-4,28623;-39,3537;"R_TGv_ROI";"R";"Positive"
"49855";0,01;52,4847;-5,55368;-38,586;"R_TE2a_ROI";"R";"Positive"
"49856";0,01;53,2984;-6,85643;-37,7871;"R_TE2a_ROI";"R";"Positive"
"49857";-0,08;54,0765;-8,19186;-36,9626;"R_TE2a_ROI";"R";"Negative"
"49858";-0,03;54,817;-9,55734;-36,118;"R_TE2a_ROI";"R";"Negative"
"49859";-0,08;55,5182;-10,9502;-35,2583;"R_TE2a_ROI";"R";"Negative"
"49860";-0,13;56,179;-12,368;-34,3886;"R_TE2a_ROI";"R";"Negative"
"49861";-0,1;56,7985;-13,8081;-33,5134;"R_TE2a_ROI";"R";"Negative"
"49862";-0,11;57,3764;-15,2682;-32,6366;"R_TE2a_ROI";"R";"Negative"
"49863";-0,04;57,9127;-16,746;-31,7618;"R_TE2a_ROI";"R";"Negative"
"49864";0;58,4077;-18,2392;-30,8921;"R_TE2a_ROI";"R";"Positive"
"49865";0,05;58,862;-19,7458;-30,03;"R_TE2a_ROI";"R";"Positive"
"49866";0,07;59,2765;-21,2635;-29,1773;"R_TE2a_ROI";"R";"Positive"
"49867";0,08;59,6521;-22,7901;-28,3354;"R_TE2a_ROI";"R";"Positive"
"49868";0,04;59,9903;-24,3234;-27,505;"R_TE2a_ROI";"R";"Positive"
"49869";-0,02;60,2924;-25,861;-26,6864;"R_TE2a_ROI";"R";"Negative"
"49870";-0,02;60,5601;-27,4004;-25,8794;"R_TE1m_ROI";"R";"Negative"
"49871";-0,05;60,7951;-28,9387;-25,0833;"R_TE1m_ROI";"R";"Negative"
"49872";-0,12;60,9993;-30,4732;-24,297;"R_TE1m_ROI";"R";"Negative"
"49873";-0,16;61,1744;-32,0006;-23,519;"R_TE2a_ROI";"R";"Negative"
"49874";-0,13;61,3225;-33,5176;-22,7476;"R_TE2a_ROI";"R";"Negative"
"49875";-0,18;61,4456;-35,0208;-21,9809;"R_TE2a_ROI";"R";"Negative"
"49876";-0,24;61,5455;-36,5064;-21,2167;"R_TE2a_ROI";"R";"Negative"
"49877";-0,27;61,6242;-37,9708;-20,4526;"R_TE1p_ROI";"R";"Negative"
"49878";-0,28;61,6836;-39,41;-19,6862;"R_TE1p_ROI";"R";"Negative"
"49879";-0,34;61,7255;-40,82;-18,9149;"R_TE1p_ROI";"R";"Negative"
"49880";-0,32;61,7517;-42,1962;-18,1358;"R_TE1p_ROI";"R";"Negative"
"49881";-0,22;61,7643;-43,5337;-17,3459;"R_TE1p_ROI";"R";"Negative"
"49882";0,01;33,6323;10,514;-41,9681;"R_TGd_ROI";"R";"Positive"
"49883";0,1;34,154;10,2055;-42,5561;"R_TGd_ROI";"R";"Positive"
"49884";0,09;34,7401;9,87124;-43,0818;"R_TGd_ROI";"R";"Positive"
"49885";0,02;35,3881;9,5016;-43,5396;"R_TGd_ROI";"R";"Positive"
"49886";-0,01;36,0936;9,08939;-43,9248;"R_TGd_ROI";"R";"Negative"
"49887";-0,02;36,8515;8,62983;-44,2343;"R_TGd_ROI";"R";"Negative"
"49888";0;37,6562;8,11992;-44,4662;"R_TGd_ROI";"R";"Positive"
"49889";0,04;38,5021;7,55788;-44,6194;"R_TGd_ROI";"R";"Positive"
"49890";0,07;39,3835;6,94276;-44,694;"R_TGd_ROI";"R";"Positive"
"49891";0,14;40,2951;6,27413;-44,6904;"R_TGd_ROI";"R";"Positive"
"49892";0,06;41,2316;5,55189;-44,6096;"R_TGv_ROI";"R";"Positive"
"49893";-0,1;42,1876;4,77614;-44,4527;"R_TGv_ROI";"R";"Negative"
"49894";-0,04;43,1579;3,94722;-44,2216;"R_TGv_ROI";"R";"Negative"
"49895";0,06;44,1371;3,06559;-43,9183;"R_TGv_ROI";"R";"Positive"
"49896";0,06;45,1199;2,13197;-43,5452;"R_TGv_ROI";"R";"Positive"
"49897";-0,01;46,101;1,14727;-43,1053;"R_TGv_ROI";"R";"Negative"
"49898";-0,02;47,0751;0,112667;-42,6021;"R_TGv_ROI";"R";"Negative"
"49899";0,02;48,0371;-0,970419;-42,0396;"R_TGv_ROI";"R";"Positive"
"49900";0,06;48,9821;-2,10029;-41,4222;"R_TGv_ROI";"R";"Positive"
"49901";0,07;49,9057;-3,27497;-40,7549;"R_TGv_ROI";"R";"Positive"
"49902";0,06;50,8035;-4,49226;-40,0428;"R_TGv_ROI";"R";"Positive"
"49903";0,06;51,6717;-5,74975;-39,2915;"R_TGv_ROI";"R";"Positive"
"49904";0,05;52,5071;-7,04483;-38,5067;"R_TE2a_ROI";"R";"Positive"
"49905";-0,03;53,3069;-8,3748;-37,694;"R_TE2a_ROI";"R";"Negative"
"49906";-0,03;54,0686;-9,7369;-36,8591;"R_TE2a_ROI";"R";"Negative"
"49907";-0,06;54,7905;-11,1284;-36,0073;"R_TE2a_ROI";"R";"Negative"
"49908";-0,16;55,4713;-12,5464;-35,1437;"R_TE2a_ROI";"R";"Negative"
"49909";-0,1;56,1101;-13,9884;-34,273;"R_TE2a_ROI";"R";"Negative"
"49910";-0,18;56,7064;-15,4518;-33,3994;"R_TE2a_ROI";"R";"Negative"
"49911";-0,11;57,2602;-16,9342;-32,5268;"R_TE2a_ROI";"R";"Negative"
"49912";-0,04;57,7717;-18,4332;-31,6581;"R_TE2a_ROI";"R";"Negative"
"49913";0,04;58,2417;-19,9465;-30,796;"R_TE2a_ROI";"R";"Positive"
"49914";0,06;58,6709;-21,4719;-29,9424;"R_TE2a_ROI";"R";"Positive"
"49915";0,09;59,0604;-23,0072;-29,0989;"R_TE2a_ROI";"R";"Positive"
"49916";0,05;59,4116;-24,5502;-28,2662;"R_TE2a_ROI";"R";"Positive"
"49917";-0,05;59,7259;-26,0985;-27,4448;"R_TE2a_ROI";"R";"Negative"
"49918";-0,06;60,0051;-27,6497;-26,6343;"R_TE1m_ROI";"R";"Negative"
"49919";-0,09;60,2508;-29,201;-25,8342;"R_TE1m_ROI";"R";"Negative"
"49920";-0,12;60,4648;-30,7497;-25,0434;"R_TE2a_ROI";"R";"Negative"
"49921";-0,16;60,6493;-32,2926;-24,2604;"R_TE2a_ROI";"R";"Negative"
"49922";-0,21;60,806;-33,8266;-23,4836;"R_TE2a_ROI";"R";"Negative"
"49923";-0,22;60,9372;-35,348;-22,711;"R_TE2a_ROI";"R";"Negative"
"49924";-0,24;61,0446;-36,8534;-21,9403;"R_TE2a_ROI";"R";"Negative"
"49925";-0,22;61,1304;-38,3387;-21,1693;"R_TE1p_ROI";"R";"Negative"
"49926";-0,24;61,1966;-39,8001;-20,3954;"R_TE1p_ROI";"R";"Negative"
"49927";-0,2;61,2449;-41,2333;-19,6162;"R_TE1p_ROI";"R";"Negative"
"49928";-0,24;61,2775;-42,6338;-18,8288;"R_TE1p_ROI";"R";"Negative"
"49929";-0,24;61,2961;-43,9968;-18,0305;"R_TE1p_ROI";"R";"Negative"
"49930";0,06;33,4219;9,59647;-42,3864;"R_TGd_ROI";"R";"Positive"
"49931";0,08;33,9667;9,26285;-42,9627;"R_TGd_ROI";"R";"Positive"
"49932";0,06;34,5764;8,90096;-43,4735;"R_TGd_ROI";"R";"Positive"
"49933";0;35,2479;8,50216;-43,9132;"R_TGd_ROI";"R";"Positive"
"49934";-0,02;35,9765;8,06023;-44,2773;"R_TGd_ROI";"R";"Negative"
"49935";0,03;36,7568;7,57102;-44,5631;"R_TGd_ROI";"R";"Positive"
"49936";0,12;37,5828;7,0319;-44,7691;"R_TGd_ROI";"R";"Positive"
"49937";0,11;38,449;6,44129;-44,8947;"R_TGd_ROI";"R";"Positive"
"49938";0,11;39,3495;5,79825;-44,9403;"R_TGd_ROI";"R";"Positive"
"49939";0,16;40,2788;5,10226;-44,9066;"R_TGv_ROI";"R";"Positive"
"49940";0,05;41,2314;4,35307;-44,7949;"R_TGv_ROI";"R";"Positive"
"49941";-0,1;42,2019;3,55062;-44,6067;"R_TGv_ROI";"R";"Negative"
"49942";-0,07;43,1846;2,69506;-44,3439;"R_TGv_ROI";"R";"Negative"
"49943";0,04;44,1741;1,7867;-44,0089;"R_TGv_ROI";"R";"Positive"
"49944";0,05;45,1646;0,826109;-43,6047;"R_TGv_ROI";"R";"Positive"
"49945";0,03;46,1508;-0,185871;-43,1345;"R_TGv_ROI";"R";"Positive"
"49946";0,03;47,1271;-1,24812;-42,6022;"R_TGv_ROI";"R";"Positive"
"49947";0,02;48,0884;-2,35921;-42,0124;"R_TGv_ROI";"R";"Positive"
"49948";0,12;49,0296;-3,51736;-41,3698;"R_TGv_ROI";"R";"Positive"
"49949";0,13;49,9462;-4,72053;-40,6797;"R_TGv_ROI";"R";"Positive"
"49950";0,15;50,834;-5,96636;-39,9478;"R_TGv_ROI";"R";"Positive"
"49951";0,04;51,6894;-7,25227;-39,1799;"R_TGv_ROI";"R";"Positive"
"49952";-0,05;52,5093;-8,57552;-38,3817;"R_TE2a_ROI";"R";"Negative"
"49953";-0,06;53,2909;-9,93323;-37,5591;"R_TE2a_ROI";"R";"Negative"
"49954";-0,03;54,0324;-11,3225;-36,7176;"R_TE2a_ROI";"R";"Negative"
"49955";-0,08;54,7322;-12,7404;-35,8625;"R_TE2a_ROI";"R";"Negative"
"49956";-0,09;55,3893;-14,184;-34,9987;"R_TE2a_ROI";"R";"Negative"
"49957";-0,04;56,0032;-15,6507;-34,1305;"R_TE2a_ROI";"R";"Negative"
"49958";-0,17;56,5738;-17,1378;-33,2619;"R_TE2a_ROI";"R";"Negative"
"49959";-0,1;57,1013;-18,6429;-32,396;"R_TE2a_ROI";"R";"Negative"
"49960";0,06;57,5864;-20,1634;-31,5356;"R_TE2a_ROI";"R";"Positive"
"49961";0,08;58,0298;-21,6971;-30,6829;"R_TE2a_ROI";"R";"Positive"
"49962";0,07;58,4328;-23,2417;-29,8392;"R_TE2a_ROI";"R";"Positive"
"49963";0,04;58,7967;-24,795;-29,0056;"R_TE2a_ROI";"R";"Positive"
"49964";-0,12;59,123;-26,3546;-28,1825;"R_TE2a_ROI";"R";"Negative"
"49965";-0,07;59,4134;-27,918;-27,3697;"R_TE2a_ROI";"R";"Negative"
"49966";-0,08;59,6696;-29,4827;-26,5667;"R_TE2a_ROI";"R";"Negative"
"49967";-0,09;59,8935;-31,0459;-25,7724;"R_TE2a_ROI";"R";"Negative"
"49968";-0,14;60,0872;-32,6045;-24,9855;"R_TE2a_ROI";"R";"Negative"
"49969";-0,19;60,2526;-34,1554;-24,2043;"R_TE2a_ROI";"R";"Negative"
"49970";-0,24;60,3918;-35,695;-23,4269;"R_TE2a_ROI";"R";"Negative"
"49971";-0,26;60,5069;-37,2198;-22,651;"R_TE2a_ROI";"R";"Negative"
"49972";-0,21;60,5999;-38,7258;-21,8744;"R_TE2a_ROI";"R";"Negative"
"49973";-0,15;60,6729;-40,2089;-21,0946;"R_TE1p_ROI";"R";"Negative"
"49974";-0,17;60,7278;-41,665;-20,3091;"R_TE1p_ROI";"R";"Negative"
"49975";-0,27;60,7666;-43,0894;-19,5153;"R_TE1p_ROI";"R";"Negative"
"49976";-0,28;60,7912;-44,4774;-18,7108;"R_TE1p_ROI";"R";"Negative"
"49977";0,1;33,2494;8,63526;-42,7614;"R_TGv_ROI";"R";"Positive"
"49978";0,04;33,817;8,27667;-43,3226;"R_TGv_ROI";"R";"Positive"
"49979";0;34,4495;7,88762;-43,8153;"R_TGv_ROI";"R";"Positive"
"49980";0,01;35,1435;7,4605;-44,2339;"R_TGd_ROI";"R";"Positive"
"49981";0,07;35,8939;6,98988;-44,5743;"R_TGd_ROI";"R";"Positive"
"49982";0,15;36,695;6,47217;-44,8341;"R_TGv_ROI";"R";"Positive"
"49983";0,16;37,5408;5,90503;-45,0122;"R_TGv_ROI";"R";"Positive"
"49984";0,11;38,4253;5,28697;-45,1086;"R_TGv_ROI";"R";"Positive"
"49985";0,12;39,3427;4,61702;-45,1239;"R_TGv_ROI";"R";"Positive"
"49986";0,16;40,2874;3,89452;-45,0591;"R_TGv_ROI";"R";"Positive"
"49987";-0,02;41,2537;3,11905;-44,9157;"R_TGv_ROI";"R";"Negative"
"49988";-0,01;42,2358;2,29036;-44,6956;"R_TGv_ROI";"R";"Negative"
"49989";0,02;43,2279;1,40839;-44,4011;"R_TGv_ROI";"R";"Positive"
"49990";0,02;44,2242;0,473301;-44,0348;"R_TGv_ROI";"R";"Positive"
"49991";-0,01;45,2189;-0,514442;-43,6002;"R_TGv_ROI";"R";"Negative"
"49992";0,06;46,2062;-1,55408;-43,1008;"R_TGv_ROI";"R";"Positive"
"49993";0,06;47,1806;-2,64451;-42,5412;"R_TGv_ROI";"R";"Positive"
"49994";0,03;48,1368;-3,78422;-41,9262;"R_TGv_ROI";"R";"Positive"
"49995";0,08;49,0697;-4,97138;-41,261;"R_TGv_ROI";"R";"Positive"
"49996";0,11;49,9749;-6,20378;-40,5513;"R_TGv_ROI";"R";"Positive"
"49997";0,02;50,8484;-7,4789;-39,803;"R_TGv_ROI";"R";"Positive"
"49998";-0,08;51,6866;-8,79398;-39,0221;"R_TE2a_ROI";"R";"Negative"
"49999";-0,06;52,4867;-10,1461;-38,2144;"R_TE2a_ROI";"R";"Negative"
"50000";-0,03;53,2464;-11,5322;-37,3857;"R_TE2a_ROI";"R";"Negative"
"50001";-0,01;53,964;-12,9492;-36,5415;"R_TE2a_ROI";"R";"Negative"
"50002";-0,08;54,6385;-14,3941;-35,6868;"R_TE2a_ROI";"R";"Negative"
"50003";0,03;55,269;-15,8638;-34,8262;"R_TE2a_ROI";"R";"Positive"
"50004";-0,02;55,8555;-17,3557;-33,9636;"R_TE2a_ROI";"R";"Negative"
"50005";-0,17;56,3983;-18,8669;-33,1026;"R_TE2a_ROI";"R";"Negative"
"50006";-0,04;56,8978;-20,395;-32,2458;"R_TE2a_ROI";"R";"Negative"
"50007";0,12;57,355;-21,9374;-31,3955;"R_TE2a_ROI";"R";"Positive"
"50008";0;57,7709;-23,4918;-30,5533;"R_TE2a_ROI";"R";"Positive"
"50009";-0,05;58,1471;-25,0558;-29,7202;"R_TE2a_ROI";"R";"Negative"
"50010";-0,1;58,485;-26,6272;-28,8968;"R_TE2a_ROI";"R";"Negative"
"50011";-0,05;58,7863;-28,2033;-28,083;"R_TE2a_ROI";"R";"Negative"
"50012";-0,09;59,0528;-29,7817;-27,2782;"R_TE2a_ROI";"R";"Negative"
"50013";-0,15;59,2864;-31,3597;-26,4817;"R_TE2a_ROI";"R";"Negative"
"50014";-0,17;59,4892;-32,9341;-25,692;"R_TE2a_ROI";"R";"Negative"
"50015";-0,2;59,6632;-34,5019;-24,9075;"R_TE2a_ROI";"R";"Negative"
"50016";-0,24;59,8105;-36,0597;-24,1264;"R_TE2a_ROI";"R";"Negative"
"50017";-0,24;59,9333;-37,6037;-23,3465;"R_TE2a_ROI";"R";"Negative"
"50018";-0,22;60,0335;-39,1301;-22,5656;"R_TE2a_ROI";"R";"Negative"
"50019";-0,11;60,1133;-40,6347;-21,7813;"R_TE2a_ROI";"R";"Negative"
"50020";-0,14;60,1747;-42,1133;-20,9911;"R_TE1p_ROI";"R";"Negative"
"50021";-0,27;60,2198;-43,5613;-20,1928;"R_TE1p_ROI";"R";"Negative"
"50022";-0,31;60,2505;-44,9739;-19,3838;"R_TE1p_ROI";"R";"Negative"
"50023";0,06;33,115;7,63408;-43,0915;"R_TGv_ROI";"R";"Positive"
"50024";-0,05;33,7046;7,2507;-43,6346;"R_TGv_ROI";"R";"Negative"
"50025";-0,04;34,359;6,83506;-44,1061;"R_TGv_ROI";"R";"Negative"
"50026";-0,02;35,0743;6,38045;-44,5007;"R_TGv_ROI";"R";"Negative"
"50027";0,08;35,845;5,88216;-44,8149;"R_TGv_ROI";"R";"Positive"
"50028";0,11;36,6651;5,33702;-45,0465;"R_TGv_ROI";"R";"Positive"
"50029";0,06;37,5287;4,74289;-45,1951;"R_TGv_ROI";"R";"Positive"
"50030";0,04;38,4294;4,09832;-45,2607;"R_TGv_ROI";"R";"Positive"
"50031";0,07;39,3616;3,40224;-45,2445;"R_TGv_ROI";"R";"Positive"
"50032";-0,04;40,3191;2,65383;-45,1477;"R_TGv_ROI";"R";"Negative"
"50033";-0,02;41,2962;1,85243;-44,9721;"R_TGv_ROI";"R";"Negative"
"50034";0,05;42,2867;0,997608;-44,7199;"R_TGv_ROI";"R";"Positive"
"50035";0;43,2848;0,0891088;-44,3938;"R_TGv_ROI";"R";"Positive"
"50036";0,04;44,2842;-0,873053;-43,997;"R_TGv_ROI";"R";"Positive"
"50037";0,04;45,279;-1,88851;-43,533;"R_TGv_ROI";"R";"Positive"
"50038";0,09;46,2633;-2,95654;-43,0062;"R_TGv_ROI";"R";"Positive"
"50039";0,13;47,2314;-4,07599;-42,4213;"R_TGv_ROI";"R";"Positive"
"50040";0,09;48,178;-5,24528;-41,7836;"R_TGv_ROI";"R";"Positive"
"50041";0,01;49,0981;-6,46241;-41,0988;"R_TGv_ROI";"R";"Positive"
"50042";0,09;49,9874;-7,72501;-40,3729;"R_TGv_ROI";"R";"Positive"
"50043";0,08;50,842;-9,03036;-39,6117;"R_TGv_ROI";"R";"Positive"
"50044";-0,01;51,6588;-10,3755;-38,8216;"R_TE2a_ROI";"R";"Negative"
"50045";-0,04;52,4352;-11,7573;-38,0082;"R_TE2a_ROI";"R";"Negative"
"50046";-0,06;53,1693;-13,1725;-37,1773;"R_TE2a_ROI";"R";"Negative"
"50047";-0,05;53,8598;-14,6179;-36,3341;"R_TE2a_ROI";"R";"Negative"
"50048";-0,03;54,506;-16,0904;-35,4832;"R_TE2a_ROI";"R";"Negative"
"50049";0,02;55,1075;-17,5868;-34,6288;"R_TE2a_ROI";"R";"Positive"
"50050";-0,07;55,6646;-19,1042;-33,7745;"R_TE2a_ROI";"R";"Negative"
"50051";-0,13;56,1778;-20,64;-32,9231;"R_TE2a_ROI";"R";"Negative"
"50052";0,13;56,648;-22,1914;-32,0771;"R_TE2a_ROI";"R";"Positive"
